verse	token	lemma	pos
2PET 2.9	'[''οἶδεν'', ''κύριος'', ''εὐσεβεῖς'', ''ἐκ'', ''πειρασμοῦ'', ''ῥύεσθαι'', ''ἀδίκους'', ''δὲ'', ''εἰς'', ''ἡμέραν'', ''κρίσεως'', ''κολαζομένους'', ''τηρεῖν'']'	'[''οἶδα'', ''κύριος'', ''εὐσεβής'', ''ἐκ'', ''πειρασμός'', ''ἐρύω'', ''ἄδικος'', ''δέ'', ''εἰς'', ''ἡμέρα'', ''κρίσις'', ''κολάζω'', ''τηρέω'']'	'[''VERB'', ''NOUN'', ''ADJ'', ''PREP'', ''NOUN'', ''VERB'', ''ADJ'', ''ADV'', ''PREP'', ''NOUN'', ''NOUN'', ''VERB'', ''VERB'']'
2PET 2.10	'[''μάλιστα'', ''δὲ'', ''τοὺς'', ''ὀπίσω'', ''σαρκὸς'', ''ἐν'', ''ἐπιθυμίᾳ'', ''μιασμοῦ'', ''πορευομένους'', ''καὶ'', ''κυριότητος'', ''καταφρονοῦντας'', ''τολμηταί'', ''αὐθάδεις'', ''δόξας'', ''οὐ'', ''τρέμουσιν'', ''βλασφημοῦντες'']'	'[''μάλα'', ''δέ'', ''ὁ'', ''ὀπίσω'', ''σάρξ'', ''ἐν'', ''ἐπιθυμία'', ''μιασμός'', ''πορεύομαι'', ''καί'', ''κυριότης'', ''καταφρονέω'', ''τολμητής'', ''αὐθάδης'', ''δόξα'', ''οὐ'', ''τρέμω'', ''βλασφημέω'']'	'[''ADV'', ''ADV'', ''DET'', ''PREP'', ''NOUN'', ''PREP'', ''NOUN'', ''NOUN'', ''VERB'', ''CON'', ''NOUN'', ''VERB'', ''NOUN'', ''ADJ'', ''NOUN'', ''ADV'', ''VERB'', ''VERB'']'
2PET 2.11	'[''ὅπου'', ''ἄγγελοι'', ''ἰσχύϊ'', ''καὶ'', ''δυνάμει'', ''μείζονες'', ''ὄντες'', ''οὐ'', ''φέρουσιν'', ''κατ'', ''αὐτῶν'', ''βλάσφημον'', ''κρίσιν'']'	'[''ὅπου'', ''ἄγγελος'', ''ἰσχύς'', ''καί'', ''δύναμις'', ''μέγας'', ''εἰμί'', ''οὐ'', ''φέρω'', ''κατά'', ''αὐτός'', ''βλάσφημος'', ''κρίσις'']'	'[''ADV'', ''NOUN'', ''NOUN'', ''CON'', ''NOUN'', ''ADJ'', ''VERB'', ''ADV'', ''VERB'', ''PREP'', ''PRON'', ''ADJ'', ''NOUN'']'
2PET 2.12	'[''οὗτοι'', ''δέ'', ''ὡς'', ''ἄλογα'', ''ζῷα'', ''γεγεννημένα'', ''φυσικὰ'', ''εἰς'', ''ἅλωσιν'', ''καὶ'', ''φθοράν'', ''ἐν'', ''οἷς'', ''ἀγνοοῦσιν'', ''βλασφημοῦντες'', ''ἐν'', ''τῇ'', ''φθορᾷ'', ''αὐτῶν'', ''καὶ'', ''φθαρήσονται'']'	'[''οὗτος'', ''δέ'', ''ὡς'', ''ἄλογος'', ''ζῷον'', ''γεννάω'', ''φυσικός'', ''εἰς'', ''ἅλωσις'', ''καί'', ''φθορά'', ''ἐν'', ''ὅς'', ''ἀγνοέω'', ''βλασφημέω'', ''ἐν'', ''ὁ'', ''φθορά'', ''αὐτός'', ''καί'', ''φθείρω'']'	'[''ADJ'', ''ADV'', ''ADV'', ''ADJ'', ''NOUN'', ''VERB'', ''ADJ'', ''PREP'', ''NOUN'', ''CON'', ''NOUN'', ''PREP'', ''PRON'', ''VERB'', ''VERB'', ''PREP'', ''DET'', ''NOUN'', ''PRON'', ''CON'', ''VERB'']'
2PET 2.13	'[''ἀδικούμενοι'', ''μισθὸν'', ''ἀδικίας'', ''ἡδονὴν'', ''ἡγούμενοι'', ''τὴν'', ''ἐν'', ''ἡμέρᾳ'', ''τρυφήν'', ''σπίλοι'', ''καὶ'', ''μῶμοι'', ''ἐντρυφῶντες'', ''ἐν'', ''ταῖς'', ''ἀπάταις'', ''αὐτῶν'', ''συνευωχούμενοι'', ''ὑμῖν'']'	'[''ἀδικέω'', ''μισθός'', ''ἀδικία'', ''ἡδονή'', ''ἡγέομαι'', ''ὁ'', ''ἐν'', ''ἡμέρα'', ''τρυφή'', ''σπίλος'', ''καί'', ''μῶμος'', ''ἐντρυφάω'', ''ἐν'', ''ὁ'', ''ἀπάτη'', ''αὐτός'', ''συνευωχέομαι'', ''ὑμεῖς'']'	'[''VERB'', ''NOUN'', ''NOUN'', ''NOUN'', ''VERB'', ''DET'', ''PREP'', ''NOUN'', ''NOUN'', ''NOUN'', ''CON'', ''NOUN'', ''VERB'', ''PREP'', ''DET'', ''NOUN'', ''PRON'', ''VERB'', ''PRON'']'
2PET 2.14	'[''ὀφθαλμοὺς'', ''ἔχοντες'', ''μεστοὺς'', ''μοιχαλίδος'', ''καὶ'', ''ἀκαταπαύστους'', ''ἁμαρτίας'', ''δελεάζοντες'', ''ψυχὰς'', ''ἀστηρίκτους'', ''καρδίαν'', ''γεγυμνασμένην'', ''πλεονεξίας'', ''ἔχοντες'', ''κατάρας'', ''τέκνα'']'	'[''ὀφθαλμός'', ''ἔχω'', ''μεστός'', ''μοιχαλίς'', ''καί'', ''ἀκαταπαύστος'', ''ἁμαρτία'', ''δελεάζω'', ''ψυχή'', ''ἀστηρίκτος'', ''καρδία'', ''γυμνάζω'', ''πλεονεξία'', ''ἔχω'', ''κατάρα'', ''τέκνον'']'	'[''NOUN'', ''VERB'', ''ADJ'', ''NOUN'', ''CON'', ''ADJ'', ''NOUN'', ''VERB'', ''NOUN'', ''ADJ'', ''NOUN'', ''VERB'', ''NOUN'', ''VERB'', ''NOUN'', ''NOUN'']'
2PET 2.15	'[''καταλιπόντες'', ''εὐθεῖαν'', ''ὁδὸν'', ''ἐπλανήθησαν'', ''ἐξακολουθήσαντες'', ''τῇ'', ''ὁδῷ'', ''τοῦ'', ''βαλαὰμ'', ''τοῦ'', ''βοσὸρ'', ''ὃς'', ''μισθὸν'', ''ἀδικίας'', ''ἠγάπησεν'']'	'[''καταλείπω'', ''εὐθύς'', ''ὁδός'', ''πλανάω'', ''ἐξακολουθέω'', ''ὁ'', ''ὁδός'', ''ὁ'', ''Βαλαὰμ'', ''ὁ'', ''βοσὸρ'', ''ὅς'', ''μισθός'', ''ἀδικία'', ''ἀγαπάω'']'	'[''VERB'', ''ADJ'', ''NOUN'', ''VERB'', ''VERB'', ''DET'', ''NOUN'', ''DET'', ''PROPN'', ''DET'', ''PROPN'', ''PRON'', ''NOUN'', ''NOUN'', ''VERB'']'
2PET 2.16	'[''ἔλεγξιν'', ''δὲ'', ''ἔσχεν'', ''ἰδίας'', ''παρανομίας'', ''ὑποζύγιον'', ''ἄφωνον'', ''ἐν'', ''ἀνθρώπου'', ''φωνῇ'', ''φθεγξάμενον'', ''ἐκώλυσεν'', ''τὴν'', ''τοῦ'', ''προφήτου'', ''παραφρονίαν'']'	'[''ἔλεγξις'', ''δέ'', ''ἔχω'', ''ἴδιος'', ''παρανομία'', ''ὑποζύγιος'', ''ἄφωνος'', ''ἐν'', ''ἄνθρωπος'', ''φωνή'', ''φθέγγομαι'', ''κωλύω'', ''ὁ'', ''ὁ'', ''προφήτης'', ''παραφρονία'']'	'[''NOUN'', ''ADV'', ''VERB'', ''ADJ'', ''NOUN'', ''NOUN'', ''ADJ'', ''PREP'', ''NOUN'', ''NOUN'', ''VERB'', ''VERB'', ''DET'', ''DET'', ''NOUN'', ''NOUN'']'
2PET 2.17	'[''οὗτοί'', ''εἰσιν'', ''πηγαὶ'', ''ἄνυδροι'', ''καὶ'', ''ὁμίχλαι'', ''ὑπὸ'', ''λαίλαπος'', ''ἐλαυνόμεναι'', ''οἷς'', ''ὁ'', ''ζόφος'', ''τοῦ'', ''σκότους'', ''τετήρηται'']'	'[''οὗτος'', ''εἰμί'', ''πηγή'', ''ἄνυδρος'', ''καί'', ''ὁμίχλα'', ''ὑπό'', ''λαῖλαψ'', ''ἐλαύνω'', ''ὅς'', ''ὁ'', ''ζόφος'', ''ὁ'', ''σκότος'', ''τήράω'']'	'[''ADJ'', ''VERB'', ''NOUN'', ''ADJ'', ''CON'', ''NOUN'', ''PREP'', ''NOUN'', ''VERB'', ''PRON'', ''DET'', ''NOUN'', ''DET'', ''NOUN'', ''VERB'']'
2PET 2.18	'[''ὑπέρογκα'', ''γὰρ'', ''ματαιότητος'', ''φθεγγόμενοι'', ''δελεάζουσιν'', ''ἐν'', ''ἐπιθυμίαις'', ''σαρκὸς'', ''ἀσελγείαις'', ''τοὺς'', ''ὀλίγως'', ''ἀποφεύγοντας'', ''τοὺς'', ''ἐν'', ''πλάνῃ'', ''ἀναστρεφομένους'']'	'[''ὑπέρογκος'', ''γάρ'', ''ματαιότης'', ''φθέγγομαι'', ''δελεάζω'', ''ἐν'', ''ἐπιθυμία'', ''σάρξ'', ''ἄσελγειος'', ''ὁ'', ''ὀλίγως'', ''ἀποφεύγω'', ''ὁ'', ''ἐν'', ''πλάνη'', ''ἀναστρέφω'']'	'[''ADJ'', ''ADV'', ''NOUN'', ''VERB'', ''VERB'', ''PREP'', ''NOUN'', ''NOUN'', ''NOUN'', ''DET'', ''ADJ'', ''VERB'', ''DET'', ''PREP'', ''NOUN'', ''VERB'']'
2PET 2.19	'[''ἐλευθερίαν'', ''αὐτοῖς'', ''ἐπαγγελλόμενοι'', ''αὐτοὶ'', ''δοῦλοι'', ''ὑπάρχοντες'', ''τῆς'', ''φθορᾶς'', ''ᾧ'', ''γάρ'', ''τις'', ''ἥττηται'', ''τούτῳ'', ''καὶ'', ''δεδούλωται'']'	'[''ἐλευθερία'', ''αὐτός'', ''ἐπαγγέλλομαι'', ''αὐτός'', ''δοῦλος'', ''ὑπάρχω'', ''ὁ'', ''φθορά'', ''ὅς'', ''γάρ'', ''τίς'', ''ἡσσάομαι'', ''οὗτος'', ''καί'', ''δουλόω'']'	'[''NOUN'', ''PRON'', ''VERB'', ''PRON'', ''NOUN'', ''VERB'', ''DET'', ''NOUN'', ''PRON'', ''ADV'', ''ADJ'', ''VERB'', ''ADJ'', ''ADV'', ''VERB'']'
2PET 2.20	'[''εἰ'', ''γὰρ'', ''ἀποφυγόντες'', ''τὰ'', ''μιάσματα'', ''τοῦ'', ''κόσμου'', ''ἐν'', ''ἐπιγνώσει'', ''τοῦ'', ''κυρίου'', ''καὶ'', ''σωτῆρος'', ''ἰησοῦ'', ''χριστοῦ'', ''τούτοις'', ''δὲ'', ''πάλιν'', ''ἐμπλακέντες'', ''ἡττῶνται'', ''γέγονεν'', ''αὐτοῖς'', ''τὰ'', ''ἔσχατα'', ''χείρονα'', ''τῶν'', ''πρώτων'']'	'[''εἰ'', ''γάρ'', ''ἀποφεύγω'', ''ὁ'', ''μίασμα'', ''ὁ'', ''κόσμος'', ''ἐν'', ''ἐπίγνωσις'', ''ὁ'', ''κύριος'', ''καί'', ''σωτήρ'', ''ἰησοῦς'', ''χριστός'', ''οὗτος'', ''δέ'', ''πάλιν'', ''ἐμπλέκω'', ''ἡσσάομαι'', ''γίγνομαι'', ''αὐτός'', ''ὁ'', ''ἔσχατος'', ''χείρων'', ''ὁ'', ''πρῶτος'']'	'[''CON'', ''ADV'', ''VERB'', ''DET'', ''NOUN'', ''DET'', ''NOUN'', ''PREP'', ''NOUN'', ''DET'', ''NOUN'', ''CON'', ''NOUN'', ''PROPN'', ''PROPN'', ''ADJ'', ''ADV'', ''ADV'', ''VERB'', ''VERB'', ''VERB'', ''PRON'', ''DET'', ''ADJ'', ''ADJ'', ''DET'', ''ADJ'']'
2PET 2.21	'[''κρεῖττον'', ''γὰρ'', ''ἦν'', ''αὐτοῖς'', ''μὴ'', ''ἐπεγνωκέναι'', ''τὴν'', ''ὁδὸν'', ''τῆς'', ''δικαιοσύνης'', ''ἢ'', ''ἐπιγνοῦσιν'', ''ὑποστρέψαι'', ''ἐκ'', ''τῆς'', ''παραδοθείσης'', ''αὐτοῖς'', ''ἁγίας'', ''ἐντολῆς'']'	'[''ἁγαθος'', ''γάρ'', ''εἰμί'', ''αὐτός'', ''μή'', ''ἐπιγιγνώσκω'', ''ὁ'', ''ὁδός'', ''ὁ'', ''δικαιοσύνη'', ''ἤ'', ''ἐπιγιγνώσκω'', ''ὑποστρέφω'', ''ἐκ'', ''ὁ'', ''παραδίδωμι'', ''αὐτός'', ''ἅγιος'', ''ἐντολή'']'	'[''ADJ'', ''ADV'', ''VERB'', ''PRON'', ''ADV'', ''VERB'', ''DET'', ''NOUN'', ''DET'', ''NOUN'', ''ADV'', ''VERB'', ''VERB'', ''PREP'', ''DET'', ''VERB'', ''PRON'', ''ADJ'', ''NOUN'']'
2PET 2.22	'[''συμβέβηκεν'', ''αὐτοῖς'', ''τὸ'', ''τῆς'', ''ἀληθοῦς'', ''παροιμίας'', ''κύων'', ''ἐπιστρέψας'', ''ἐπὶ'', ''τὸ'', ''ἴδιον'', ''ἐξέραμα'', ''καί'', ''ὗς'', ''λουσαμένη'', ''εἰς'', ''κυλισμὸν'', ''βορβόρου'']'	'[''συμβαίνω'', ''αὐτός'', ''ὁ'', ''ὁ'', ''ἀληθής'', ''παροιμία'', ''κύων'', ''ἐπιστρέφω'', ''ἐπί'', ''ὁ'', ''ἴδιος'', ''ἐξέραμα'', ''καί'', ''ὗς'', ''λούω'', ''εἰς'', ''κυλισμός'', ''βόρβορος'']'	'[''VERB'', ''PRON'', ''DET'', ''DET'', ''ADJ'', ''NOUN'', ''NOUN'', ''VERB'', ''PREP'', ''DET'', ''ADJ'', ''NOUN'', ''CON'', ''NOUN'', ''VERB'', ''PREP'', ''NOUN'', ''NOUN'']'
2PET 3.1	'[''ταύτην'', ''ἤδη'', ''ἀγαπητοί'', ''δευτέραν'', ''ὑμῖν'', ''γράφω'', ''ἐπιστολήν'', ''ἐν'', ''αἷς'', ''διεγείρω'', ''ὑμῶν'', ''ἐν'', ''ὑπομνήσει'', ''τὴν'', ''εἰλικρινῆ'', ''διάνοιαν'']'	'[''οὗτος'', ''ἤδη'', ''ἀγαπητός'', ''δεύτερος'', ''ὑμεῖς'', ''γράφω'', ''ἐπιστολή'', ''ἐν'', ''ὅς'', ''διεγείρω'', ''ὑμεῖς'', ''ἐν'', ''ὑπομιμνῄσκω'', ''ὁ'', ''εἰλικρινής'', ''διάνοια'']'	'[''DET'', ''ADV'', ''ADJ'', ''ADJ'', ''PRON'', ''VERB'', ''NOUN'', ''PREP'', ''PRON'', ''VERB'', ''PRON'', ''PREP'', ''NOUN'', ''DET'', ''ADJ'', ''NOUN'']'
2PET 3.2	'[''μνησθῆναι'', ''τῶν'', ''προειρημένων'', ''ῥημάτων'', ''ὑπὸ'', ''τῶν'', ''ἁγίων'', ''προφητῶν'', ''καὶ'', ''τῆς'', ''τῶν'', ''ἀποστόλων'', ''ὑμῶν'', ''ἐντολῆς'', ''τοῦ'', ''κυρίου'', ''καὶ'', ''σωτῆρος'']'	'[''μιμνῄσκω'', ''ὁ'', ''προαγορεύω'', ''ῥῆμα'', ''ὑπό'', ''ὁ'', ''ἅγιος'', ''προφήτης'', ''καί'', ''ὁ'', ''ὁ'', ''ἀπόστολος'', ''ὑμεῖς'', ''ἐντολή'', ''ὁ'', ''κύριος'', ''καί'', ''σωτήρ'']'	'[''VERB'', ''DET'', ''VERB'', ''NOUN'', ''PREP'', ''DET'', ''ADJ'', ''NOUN'', ''CON'', ''DET'', ''DET'', ''NOUN'', ''PRON'', ''NOUN'', ''DET'', ''NOUN'', ''CON'', ''NOUN'']'
2PET 3.3	'[''τοῦτο'', ''πρῶτον'', ''γινώσκοντες'', ''ὅτι'', ''ἐλεύσονται'', ''ἐπ'', ''ἐσχάτων'', ''τῶν'', ''ἡμερῶν'', ''ἐν'', ''ἐμπαιγμονῇ'', ''ἐμπαῖκται'', ''κατὰ'', ''τὰς'', ''ἰδίας'', ''ἐπιθυμίας'', ''αὐτῶν'', ''πορευόμενοι'']'	'[''οὗτος'', ''πρῶτος'', ''γιγνώσκω'', ''ὅτι'', ''ἔρχομαι'', ''ἐπ'', ''ἔσχατος'', ''ὁ'', ''ἡμέρα'', ''ἐν'', ''ἐμπαιγμονή'', ''ἐμπαίκτης'', ''κατά'', ''ὁ'', ''ἴδιος'', ''ἐπιθυμία'', ''αὐτός'', ''πορεύομαι'']'	'[''ADJ'', ''ADJ'', ''VERB'', ''CON'', ''VERB'', ''PREP'', ''ADJ'', ''DET'', ''NOUN'', ''PREP'', ''NOUN'', ''NOUN'', ''PREP'', ''DET'', ''ADJ'', ''NOUN'', ''PRON'', ''VERB'']'
2PET 3.4	'[''καὶ'', ''λέγοντες'', ''ποῦ'', ''ἐστιν'', ''ἡ'', ''ἐπαγγελία'', ''τῆς'', ''παρουσίας'', ''αὐτοῦ'', ''ἀφ'', ''ἧς'', ''γὰρ'', ''οἱ'', ''πατέρες'', ''ἐκοιμήθησαν'', ''πάντα'', ''οὕτως'', ''διαμένει'', ''ἀπ'', ''ἀρχῆς'', ''κτίσεως'']'	'[''καί'', ''λέγω'', ''ποῦ'', ''εἰμί'', ''ὁ'', ''ἐπαγγελία'', ''ὁ'', ''παρουσία'', ''αὐτός'', ''ἀπό'', ''ὅς'', ''γάρ'', ''ὁ'', ''πατήρ'', ''κοιμάομαι'', ''πᾶς'', ''οὕτως'', ''διαμένω'', ''ἀπό'', ''ἀρχή'', ''κτίσις'']'	'[''CON'', ''VERB'', ''ADV'', ''VERB'', ''DET'', ''NOUN'', ''DET'', ''NOUN'', ''PRON'', ''PREP'', ''PRON'', ''ADV'', ''DET'', ''NOUN'', ''VERB'', ''ADJ'', ''ADV'', ''VERB'', ''PREP'', ''NOUN'', ''NOUN'']'
2PET 3.5	'[''λανθάνει'', ''γὰρ'', ''αὐτοὺς'', ''τοῦτο'', ''θέλοντας'', ''ὅτι'', ''οὐρανοὶ'', ''ἦσαν'', ''ἔκπαλαι'', ''καὶ'', ''γῆ'', ''ἐξ'', ''ὕδατος'', ''καὶ'', ''δι'', ''ὕδατος'', ''συνεστῶσα'', ''τῷ'', ''τοῦ'', ''θεοῦ'', ''λόγῳ'']'	'[''λανθάνω'', ''γάρ'', ''αὐτός'', ''οὗτος'', ''ἐθέλω'', ''ὅτι'', ''οὐρανός'', ''εἰμί'', ''ἐκπάλλω'', ''καί'', ''γῆ'', ''ἐκ'', ''ὕδωρ'', ''καί'', ''διά'', ''ὕδωρ'', ''συνίστημι'', ''ὁ'', ''ὁ'', ''θεός'', ''λόγος'']'	'[''VERB'', ''ADV'', ''PRON'', ''ADJ'', ''VERB'', ''CON'', ''NOUN'', ''VERB'', ''ADV'', ''CON'', ''NOUN'', ''PREP'', ''NOUN'', ''CON'', ''PREP'', ''NOUN'', ''VERB'', ''DET'', ''DET'', ''NOUN'', ''NOUN'']'
2PET 3.6	'[''δι'', ''ὧν'', ''ὁ'', ''τότε'', ''κόσμος'', ''ὕδατι'', ''κατακλυσθεὶς'', ''ἀπώλετο'']'	'[''διά'', ''ὅς'', ''ὁ'', ''τότε'', ''κόσμος'', ''ὕδωρ'', ''κατακλυσθίημι'', ''ἀπόλλυμι'']'	'[''PREP'', ''PRON'', ''DET'', ''ADV'', ''NOUN'', ''NOUN'', ''VERB'', ''VERB'']'
2PET 3.7	'[''οἱ'', ''δὲ'', ''νῦν'', ''οὐρανοὶ'', ''καὶ'', ''ἡ'', ''γῆ'', ''τῷ'', ''αὐτῷ'', ''λόγῳ'', ''τεθησαυρισμένοι'', ''εἰσὶν'', ''πυρὶ'', ''τηρούμενοι'', ''εἰς'', ''ἡμέραν'', ''κρίσεως'', ''καὶ'', ''ἀπωλείας'', ''τῶν'', ''ἀσεβῶν'', ''ἀνθρώπων'']'	'[''ὁ'', ''δέ'', ''νῦν'', ''οὐρανός'', ''καί'', ''ὁ'', ''γῆ'', ''ὁ'', ''αὐτός'', ''λόγος'', ''τεθησαυρισμένος'', ''εἰμί'', ''πῦρ'', ''τηρόω'', ''εἰς'', ''ἡμέρα'', ''κρίσις'', ''καί'', ''ἀπώλεια'', ''ὁ'', ''ἀσεβής'', ''ἄνθρωπος'']'	'[''DET'', ''ADV'', ''ADV'', ''NOUN'', ''CON'', ''DET'', ''NOUN'', ''DET'', ''DET'', ''NOUN'', ''VERB'', ''VERB'', ''NOUN'', ''VERB'', ''PREP'', ''NOUN'', ''NOUN'', ''CON'', ''NOUN'', ''DET'', ''ADJ'', ''NOUN'']'
2PET 3.8	'[''ἓν'', ''δὲ'', ''τοῦτο'', ''μὴ'', ''λανθανέτω'', ''ὑμᾶς'', ''ἀγαπητοί'', ''ὅτι'', ''μία'', ''ἡμέρα'', ''παρὰ'', ''κυρίῳ'', ''ὡς'', ''χίλια'', ''ἔτη'', ''καὶ'', ''χίλια'', ''ἔτη'', ''ὡς'', ''ἡμέρα'', ''μία'']'	'[''εἷς'', ''δέ'', ''οὗτος'', ''μή'', ''λανθάνω'', ''ὑμεῖς'', ''ἀγαπητός'', ''ὅτι'', ''εἷς'', ''ἡμέρα'', ''παρά'', ''κύριος'', ''ὡς'', ''χίλιοι'', ''ἔτος'', ''καί'', ''χίλιοι'', ''ἔτος'', ''ὡς'', ''ἡμέρα'', ''εἷς'']'	'[''NUM'', ''ADV'', ''ADJ'', ''ADV'', ''VERB'', ''PRON'', ''ADJ'', ''CON'', ''NUM'', ''NOUN'', ''PREP'', ''NOUN'', ''ADV'', ''NUM'', ''NOUN'', ''CON'', ''NUM'', ''NOUN'', ''ADV'', ''NOUN'', ''NUM'']'
2PET 3.9	'[''οὐ'', ''βραδύνει'', ''κύριος'', ''τῆς'', ''ἐπαγγελίας'', ''ὥς'', ''τινες'', ''βραδύτητα'', ''ἡγοῦνται'', ''ἀλλὰ'', ''μακροθυμεῖ'', ''εἰς'', ''ὑμᾶς'', ''μὴ'', ''βουλόμενός'', ''τινας'', ''ἀπολέσθαι'', ''ἀλλὰ'', ''πάντας'', ''εἰς'', ''μετάνοιαν'', ''χωρῆσαι'']'	'[''οὐ'', ''βραδύνω'', ''κύριος'', ''ὁ'', ''ἐπαγγελία'', ''ὡς'', ''τίς'', ''βραδύτης'', ''ἡγέομαι'', ''ἀλλά'', ''μακροθυμέω'', ''εἰς'', ''ὑμεῖς'', ''μή'', ''βούλομαι'', ''τίς'', ''ἀπόλλυμι'', ''ἀλλά'', ''πᾶς'', ''εἰς'', ''μετάνοια'', ''χωρέω'']'	'[''ADV'', ''VERB'', ''NOUN'', ''DET'', ''NOUN'', ''ADV'', ''ADJ'', ''NOUN'', ''VERB'', ''CON'', ''VERB'', ''PREP'', ''PRON'', ''ADV'', ''VERB'', ''ADJ'', ''VERB'', ''CON'', ''ADJ'', ''PREP'', ''NOUN'', ''VERB'']'
2PET 3.10	'[''ἥξει'', ''δὲ'', ''ἡμέρα'', ''κυρίου'', ''ὡς'', ''κλέπτης'', ''ἐν'', ''ᾗ'', ''οἱ'', ''οὐρανοὶ'', ''ῥοιζηδὸν'', ''παρελεύσονται'', ''στοιχεῖα'', ''δὲ'', ''καυσούμενα'', ''λυθήσεται'', ''καὶ'', ''γῆ'', ''καὶ'', ''τὰ'', ''ἐν'', ''αὐτῇ'', ''ἔργα'', ''εὑρεθήσεται'']'	'[''ἥκω'', ''δέ'', ''ἡμέρα'', ''κύριος'', ''ὡς'', ''κλέπτης'', ''ἐν'', ''ὅς'', ''ὁ'', ''οὐρανός'', ''ῥοιζηδόν'', ''παρέρχομαι'', ''στοιχεῖον'', ''δέ'', ''καυσόω'', ''λυθήσω'', ''καί'', ''γῆ'', ''καί'', ''ὁ'', ''ἐν'', ''αὐτός'', ''ἔργον'', ''εὑρίσκω'']'	'[''VERB'', ''ADV'', ''NOUN'', ''NOUN'', ''ADV'', ''NOUN'', ''PREP'', ''PRON'', ''DET'', ''NOUN'', ''ADV'', ''VERB'', ''NOUN'', ''ADV'', ''VERB'', ''VERB'', ''CON'', ''NOUN'', ''CON'', ''DET'', ''PREP'', ''PRON'', ''NOUN'', ''VERB'']'
2PET 3.11	'[''τούτων'', ''οὕτως'', ''πάντων'', ''λυομένων'', ''ποταποὺς'', ''δεῖ'', ''ὑπάρχειν'', ''ὑμᾶς'', ''ἐν'', ''ἁγίαις'', ''ἀναστροφαῖς'', ''καὶ'', ''εὐσεβείαις'']'	'[''οὗτος'', ''οὕτως'', ''πᾶς'', ''λυομένος'', ''ποταπός'', ''δεῖ'', ''ὑπάρχω'', ''ὑμεῖς'', ''ἐν'', ''ἅγιος'', ''ἀναστροφή'', ''καί'', ''εὐσεβεία'']'	'[''ADJ'', ''ADV'', ''DET'', ''VERB'', ''PRON'', ''VERB'', ''VERB'', ''PRON'', ''PREP'', ''ADJ'', ''NOUN'', ''CON'', ''NOUN'']'
2PET 3.12	'[''προσδοκῶντας'', ''καὶ'', ''σπεύδοντας'', ''τὴν'', ''παρουσίαν'', ''τῆς'', ''τοῦ'', ''θεοῦ'', ''ἡμέρας'', ''δι'', ''ἣν'', ''οὐρανοὶ'', ''πυρούμενοι'', ''λυθήσονται'', ''καὶ'', ''στοιχεῖα'', ''καυσούμενα'', ''τήκεται'']'	'[''προσδοκάω'', ''καί'', ''σπεύδω'', ''ὁ'', ''παρουσία'', ''ὁ'', ''ὁ'', ''θεός'', ''ἡμέρα'', ''διά'', ''ὅς'', ''οὐρανός'', ''πυρόω'', ''λύω'', ''καί'', ''στοιχεῖον'', ''καυσόω'', ''τήκω'']'	'[''VERB'', ''CON'', ''VERB'', ''DET'', ''NOUN'', ''DET'', ''DET'', ''NOUN'', ''NOUN'', ''PREP'', ''PRON'', ''NOUN'', ''VERB'', ''VERB'', ''CON'', ''NOUN'', ''VERB'', ''VERB'']'
2PET 3.13	'[''καινοὺς'', ''δὲ'', ''οὐρανοὺς'', ''καὶ'', ''γῆν'', ''καινὴν'', ''κατὰ'', ''τὸ'', ''ἐπάγγελμα'', ''αὐτοῦ'', ''προσδοκῶμεν'', ''ἐν'', ''οἷς'', ''δικαιοσύνη'', ''κατοικεῖ'']'	'[''καινός'', ''δέ'', ''οὐρανός'', ''καί'', ''γῆ'', ''καινός'', ''κατά'', ''ὁ'', ''ἐπάγγελμα'', ''αὐτός'', ''προσδοκάω'', ''ἐν'', ''ὅς'', ''δικαιοσύνη'', ''κατοικέω'']'	'[''ADJ'', ''ADV'', ''NOUN'', ''CON'', ''NOUN'', ''ADJ'', ''PREP'', ''DET'', ''NOUN'', ''PRON'', ''VERB'', ''PREP'', ''PRON'', ''NOUN'', ''VERB'']'
2PET 3.14	'[''διό'', ''ἀγαπητοί'', ''ταῦτα'', ''προσδοκῶντες'', ''σπουδάσατε'', ''ἄσπιλοι'', ''καὶ'', ''ἀμώμητοι'', ''αὐτῷ'', ''εὑρεθῆναι'', ''ἐν'', ''εἰρήνῃ'']'	'[''διό'', ''ἀγαπητός'', ''οὗτος'', ''προσδοκάω'', ''σπουδάζω'', ''ἄσπιλος'', ''καί'', ''ἀμώμητος'', ''αὐτός'', ''εὑρίσκω'', ''ἐν'', ''εἰρήνη'']'	'[''ADV'', ''ADJ'', ''ADJ'', ''VERB'', ''VERB'', ''ADJ'', ''CON'', ''ADJ'', ''PRON'', ''VERB'', ''PREP'', ''NOUN'']'
