verse	token	lemma	pos
2PET 1.2	'[''χάρις'', ''ὑμῖν'', ''καὶ'', ''εἰρήνη'', ''πληθυνθείη'', ''ἐν'', ''ἐπιγνώσει'', ''τοῦ'', ''θεοῦ'', ''καὶ'', ''ἰησοῦ'', ''τοῦ'', ''κυρίου'', ''ἡμῶν'']'	'[''χάρις'', ''ὑμεῖς'', ''καί'', ''εἰρήνη'', ''πληθύνω'', ''ἐν'', ''ἐπίγνωσις'', ''ὁ'', ''θεός'', ''καί'', ''ἰησοῦς'', ''ὁ'', ''κύριος'', ''ἡμεῖς'']'	'[''NOUN'', ''PRON'', ''CON'', ''NOUN'', ''VERB'', ''PREP'', ''NOUN'', ''DET'', ''NOUN'', ''CON'', ''PROPN'', ''DET'', ''NOUN'', ''PRON'']'
2PET 1.3	'[''ὡς'', ''πάντα'', ''ἡμῖν'', ''τῆς'', ''θείας'', ''δυνάμεως'', ''αὐτοῦ'', ''τὰ'', ''πρὸς'', ''ζωὴν'', ''καὶ'', ''εὐσέβειαν'', ''δεδωρημένης'', ''διὰ'', ''τῆς'', ''ἐπιγνώσεως'', ''τοῦ'', ''καλέσαντος'', ''ἡμᾶς'', ''ἰδίᾳ'', ''δόξῃ'', ''καὶ'', ''ἀρετῇ'']'	'[''ὡς'', ''πᾶς'', ''ἡμεῖς'', ''ὁ'', ''θεῖος'', ''δύναμις'', ''αὐτός'', ''ὁ'', ''πρός'', ''ζωή'', ''καί'', ''εὐσέβεια'', ''δωρέω'', ''διά'', ''ὁ'', ''ἐπίγνωσις'', ''ὁ'', ''καλέω'', ''ἡμεῖς'', ''ἴδιος'', ''δόξα'', ''καί'', ''ἀρετή'']'	'[''ADV'', ''ADJ'', ''PRON'', ''DET'', ''ADJ'', ''NOUN'', ''PRON'', ''DET'', ''PREP'', ''NOUN'', ''CON'', ''NOUN'', ''VERB'', ''PREP'', ''DET'', ''NOUN'', ''DET'', ''VERB'', ''PRON'', ''ADJ'', ''NOUN'', ''CON'', ''NOUN'']'
2PET 1.4	'[''δι'', ''ὧν'', ''τὰ'', ''τίμια'', ''καὶ'', ''μέγιστα'', ''ἡμῖν'', ''ἐπαγγέλματα'', ''δεδώρηται'', ''ἵνα'', ''διὰ'', ''τούτων'', ''γένησθε'', ''θείας'', ''κοινωνοὶ'', ''φύσεως'', ''ἀποφυγόντες'', ''τῆς'', ''ἐν'', ''τῷ'', ''κόσμῳ'', ''ἐν'', ''ἐπιθυμίᾳ'', ''φθορᾶς'']'	'[''διά, ''ὅς'', ''ὁ'', ''τίμιος'', ''καί'', ''μέγας'', ''ἡμεῖς'', ''ἐπάγγελμα'', ''δωρέω'', ''ἵνα'', ''διά'', ''οὗτος'', ''γίγνομαι'', ''θεῖος'', ''κοινωνός'', ''φύσις'', ''ἀποφυγόντες'', ''ὁ'', ''ἐν'', ''ὁ'', ''κόσμος'', ''ἐν'', ''ἐπιθυμία'', ''φθορά'']'	'[''PREP'', ''PRON'', ''DET'', ''ADJ'', ''CON'', ''ADJ'', ''PRON'', ''NOUN'', ''VERB'', ''CON'', ''PREP'', ''ADJ'', ''VERB'', ''ADJ'', ''NOUN'', ''NOUN'', ''VERB'', ''DET'', ''PREP'', ''DET'', ''NOUN'', ''PREP'', ''NOUN'', ''NOUN'']'
2PET 1.5	'[''καὶ'', ''αὐτὸ'', ''τοῦτο'', ''δὲ'', ''σπουδὴν'', ''πᾶσαν'', ''παρεισενέγκαντες'', ''ἐπιχορηγήσατε'', ''ἐν'', ''τῇ'', ''πίστει'', ''ὑμῶν'', ''τὴν'', ''ἀρετήν'', ''ἐν'', ''δὲ'', ''τῇ'', ''ἀρετῇ'', ''τὴν'', ''γνῶσιν'']'	'[''καί'', ''αὐτός'', ''οὗτος'', ''δέ'', ''σπουδή'', ''πᾶς'', ''παρεισφέρω'', ''ἐπιχορηγέω'', ''ἐν'', ''ὁ'', ''πίστις'', ''ὑμεῖς'', ''ὁ'', ''ἀρετή'', ''ἐν'', ''δέ'', ''ὁ'', ''ἀρετή'', ''ὁ'', ''γνῶσις'']'	'[''CON'', ''PRON'', ''DET'', ''ADV'', ''NOUN'', ''DET'', ''VERB'', ''VERB'', ''PREP'', ''DET'', ''NOUN'', ''PRON'', ''DET'', ''NOUN'', ''PREP'', ''ADV'', ''DET'', ''NOUN'', ''DET'', ''NOUN'']'
2PET 1.6	'[''ἐν'', ''δὲ'', ''τῇ'', ''γνώσει'', ''τὴν'', ''ἐγκράτειαν'', ''ἐν'', ''δὲ'', ''τῇ'', ''ἐγκρατείᾳ'', ''τὴν'', ''ὑπομονήν'', ''ἐν'', ''δὲ'', ''τῇ'', ''ὑπομονῇ'', ''τὴν'', ''εὐσέβειαν'']'	'[''ἐν'', ''δέ'', ''ὁ'', ''γνῶσις'', ''ὁ'', ''ἐγκράτεια'', ''ἐν'', ''δέ'', ''ὁ'', ''ἐγκρατεία'', ''ὁ'', ''ὑπομονή'', ''ἐν'', ''δέ'', ''ὁ'', ''ὑπομονή'', ''ὁ'', ''εὐσέβεια'']'	'[''PREP'', ''ADV'', ''DET'', ''NOUN'', ''DET'', ''NOUN'', ''PREP'', ''ADV'', ''DET'', ''NOUN'', ''DET'', ''NOUN'', ''PREP'', ''ADV'', ''DET'', ''NOUN'', ''DET'', ''NOUN'']'
2PET 1.7	'[''ἐν'', ''δὲ'', ''τῇ'', ''εὐσεβείᾳ'', ''τὴν'', ''φιλαδελφίαν'', ''ἐν'', ''δὲ'', ''τῇ'', ''φιλαδελφίᾳ'', ''τὴν'', ''ἀγάπην'']'	'[''ἐν'', ''δέ'', ''ὁ'', ''εὐσέβεια'', ''ὁ'', ''φιλαδελφία'', ''ἐν'', ''δέ'', ''ὁ'', ''φιλαδελφία'', ''ὁ'', ''ἀγάπη'']'	'[''PREP'', ''ADV'', ''DET'', ''NOUN'', ''DET'', ''NOUN'', ''PREP'', ''ADV'', ''DET'', ''NOUN'', ''DET'', ''NOUN'']'
2PET 1.8	'[''ταῦτα'', ''γὰρ'', ''ὑμῖν'', ''ὑπάρχοντα'', ''καὶ'', ''πλεονάζοντα'', ''οὐκ'', ''ἀργοὺς'', ''οὐδὲ'', ''ἀκάρπους'', ''καθίστησιν'', ''εἰς'', ''τὴν'', ''τοῦ'', ''κυρίου'', ''ἡμῶν'', ''ἰησοῦ'', ''χριστοῦ'', ''ἐπίγνωσιν'']'	'[''οὗτος'', ''γάρ'', ''ὑμεῖς'', ''ὑπάρχω'', ''καί'', ''πλεονάζω'', ''οὐ'', ''ἀργός'', ''οὐδέ'', ''ἀκάρπος'', ''καθίστημι'', ''εἰς'', ''ὁ'', ''ὁ'', ''κύριος'', ''ἡμεῖς'', ''ἰησοῦς'', ''χριστός'', ''ἐπίγνωσις'']'	'[''ADJ'', ''ADV'', ''PRON'', ''VERB'', ''CON'', ''VERB'', ''ADV'', ''ADJ'', ''CON'', ''ADJ'', ''VERB'', ''PREP'', ''DET'', ''DET'', ''NOUN'', ''PRON'', ''PROPN'', ''PROPN'', ''NOUN'']'
2PET 1.9	'[''ᾧ'', ''γὰρ'', ''μὴ'', ''πάρεστιν'', ''ταῦτα'', ''τυφλός'', ''ἐστιν'', ''μυωπάζων'', ''λήθην'', ''λαβὼν'', ''τοῦ'', ''καθαρισμοῦ'', ''τῶν'', ''πάλαι'', ''αὐτοῦ'', ''ἁμαρτημάτων'']'	'[''ὅς'', ''γάρ'', ''μή'', ''πάρειμι'', ''οὗτος'', ''τυφλος'', ''εἰμί'', ''μυωπάζω'', ''λήθη'', ''λαμβάνω'', ''ὁ'', ''καθαρισμός'', ''ὁ'', ''πάλαι'', ''αὐτός'', ''ἁμάρτια'']'	'[''PRON'', ''ADV'', ''ADV'', ''VERB'', ''ADJ'', ''ADJ'', ''VERB'', ''VERB'', ''NOUN'', ''VERB'', ''DET'', ''NOUN'', ''DET'', ''ADV'', ''PRON'', ''NOUN'']'
2PET 1.10	'[''διὸ'', ''μᾶλλον'', ''ἀδελφοί'', ''σπουδάσατε'', ''βεβαίαν'', ''ὑμῶν'', ''τὴν'', ''κλῆσιν'', ''καὶ'', ''ἐκλογὴν'', ''ποιεῖσθαι'', ''ταῦτα'', ''γὰρ'', ''ποιοῦντες'', ''οὐ'', ''μὴ'', ''πταίσητέ'', ''ποτε'']'	'[''διό'', ''μᾶλλον'', ''ἀδελφός'', ''σπουδάζω'', ''βέβαιος'', ''ὑμεῖς'', ''ὁ'', ''κλῆσις'', ''καί'', ''ἐκλογή'', ''ποιέω'', ''οὗτος'', ''γάρ'', ''ποιέω'', ''οὐ'', ''μή'', ''πταίω'', ''ποτε'']'	'[''ADV'', ''ADV'', ''NOUN'', ''VERB'', ''ADJ'', ''PRON'', ''DET'', ''NOUN'', ''CON'', ''NOUN'', ''VERB'', ''ADJ'', ''ADV'', ''VERB'', ''ADV'', ''ADV'', ''VERB'', ''ADV'']'
2PET 1.11	'[''οὕτως'', ''γὰρ'', ''πλουσίως'', ''ἐπιχορηγηθήσεται'', ''ὑμῖν'', ''ἡ'', ''εἴσοδος'', ''εἰς'', ''τὴν'', ''αἰώνιον'', ''βασιλείαν'', ''τοῦ'', ''κυρίου'', ''ἡμῶν'', ''καὶ'', ''σωτῆρος'', ''ἰησοῦ'', ''χριστοῦ'']'	'[''οὕτως'', ''γάρ'', ''πλουσίως'', ''ἐπιχορηγέω'', ''ὑμεῖς'', ''ὁ'', ''εἴσοδος'', ''εἰς'', ''ὁ'', ''αἰώνιος'', ''βασιλεία'', ''ὁ'', ''κύριος'', ''ἡμεῖς'', ''καί'', ''σωτήρ'', ''ἰησοῦς'', ''χριστός'']'	'[''ADV'', ''ADV'', ''ADV'', ''VERB'', ''PRON'', ''DET'', ''NOUN'', ''PREP'', ''DET'', ''ADJ'', ''NOUN'', ''DET'', ''NOUN'', ''PRON'', ''CON'', ''NOUN'', ''PROPN'', ''PROPN'']'
2PET 1.12	'[''διὸ'', ''μελλήσω'', ''ἀεὶ'', ''ὑμᾶς'', ''ὑπομιμνῄσκειν'', ''περὶ'', ''τούτων'', ''καίπερ'', ''εἰδότας'', ''καὶ'', ''ἐστηριγμένους'', ''ἐν'', ''τῇ'', ''παρούσῃ'', ''ἀληθείᾳ'']'	'[''διό'', ''μελλέω'', ''ἀεί'', ''ὑμεῖς'', ''ὑπομιμνῄσκω'', ''περί'', ''οὗτος'', ''καίπερ'', ''οἶδα'', ''καί'', ''στηριζω'', ''ἐν'', ''ὁ'', ''πάρειμι'', ''ἀλήθεια'']'	'[''ADV'', ''VERB'', ''ADV'', ''PRON'', ''VERB'', ''PREP'', ''ADJ'', ''ADV'', ''VERB'', ''CON'', ''VERB'', ''PREP'', ''DET'', ''VERB'', ''NOUN'']'
2PET 1.13	'[''δίκαιον'', ''δὲ'', ''ἡγοῦμαι'', ''ἐφ'', ''ὅσον'', ''εἰμὶ'', ''ἐν'', ''τούτῳ'', ''τῷ'', ''σκηνώματι'', ''διεγείρειν'', ''ὑμᾶς'', ''ἐν'', ''ὑπομνήσει'']'	'[''δίκαιος'', ''δέ'', ''ἡγέομαι'', ''ἐφ'', ''ὅσος'', ''εἰμί'', ''ἐν'', ''οὗτος'', ''ὁ'', ''σκηνώμα'', ''διεγείρω'', ''ὑμεῖς'', ''ἐν'', ''ὑπομιμνῄσκω'']'	'[''ADJ'', ''ADV'', ''VERB'', ''PREP'', ''PRON'', ''VERB'', ''PREP'', ''DET'', ''DET'', ''NOUN'', ''VERB'', ''PRON'', ''PREP'', ''NOUN'']'
2PET 1.14	'[''εἰδὼς'', ''ὅτι'', ''ταχινή'', ''ἐστιν'', ''ἡ'', ''ἀπόθεσις'', ''τοῦ'', ''σκηνώματός'', ''μου'', ''καθὼς'', ''καὶ'', ''ὁ'', ''κύριος'', ''ἡμῶν'', ''ἰησοῦς'', ''χριστὸς'', ''ἐδήλωσέν'', ''μοι'']'	'[''οἶδα'', ''ὅτι'', ''ταχινος'', ''εἰμί'', ''ὁ'', ''ἀπόθεσις'', ''ὁ'', ''σκηνώμα'', ''ἐγώ'', ''καθώς'', ''καί'', ''ὁ'', ''κύριος'', ''ἡμεῖς'', ''ἰησοῦς'', ''χριστός'', ''δήλόω'', ''ἐγώ'']'	'[''VERB'', ''CON'', ''ADJ'', ''VERB'', ''DET'', ''NOUN'', ''DET'', ''NOUN'', ''PRON'', ''ADV'', ''ADV'', ''DET'', ''NOUN'', ''PRON'', ''PROPN'', ''PROPN'', ''VERB'', ''PRON'']'
2PET 1.15	'[''σπουδάσω'', ''δὲ'', ''καὶ'', ''ἑκάστοτε'', ''ἔχειν'', ''ὑμᾶς'', ''μετὰ'', ''τὴν'', ''ἐμὴν'', ''ἔξοδον'', ''τὴν'', ''τούτων'', ''μνήμην'', ''ποιεῖσθαι'']'	'[''σπουδάζω'', ''δέ'', ''καί'', ''ἑκάστοτε'', ''ἔχω'', ''ὑμεῖς'', ''μετά'', ''ὁ'', ''ἐμός'', ''ἔξοδος'', ''ὁ'', ''οὗτος'', ''μνήμη'', ''ποιέω'']'	'[''VERB'', ''ADV'', ''ADV'', ''ADV'', ''VERB'', ''PRON'', ''PREP'', ''DET'', ''ADJ'', ''NOUN'', ''DET'', ''ADJ'', ''NOUN'', ''VERB'']'
2PET 1.16	'[''οὐ'', ''γὰρ'', ''σεσοφισμένοις'', ''μύθοις'', ''ἐξακολουθήσαντες'', ''ἐγνωρίσαμεν'', ''ὑμῖν'', ''τὴν'', ''τοῦ'', ''κυρίου'', ''ἡμῶν'', ''ἰησοῦ'', ''χριστοῦ'', ''δύναμιν'', ''καὶ'', ''παρουσίαν'', ''ἀλλ'', ''ἐπόπται'', ''γενηθέντες'', ''τῆς'', ''ἐκείνου'', ''μεγαλειότητος'']'	'[''οὐ'', ''γάρ'', ''σοφιζω'', ''μῦθος'', ''ἐξακολουθέω'', ''γνωρίζω'', ''ὑμεῖς'', ''ὁ'', ''ὁ'', ''κύριος'', ''ἡμεῖς'', ''ἰησοῦς'', ''χριστός'', ''δύναμις'', ''καί'', ''παρουσία'', ''ἀλλά, ''ἐπόπτης'', ''γίγνομαι'', ''ὁ'', ''ἐκεῖνος'', ''μεγαλειότης'']'	'[''ADV'', ''ADV'', ''VERB'', ''NOUN'', ''VERB'', ''VERB'', ''PRON'', ''DET'', ''DET'', ''NOUN'', ''PRON'', ''PROPN'', ''PROPN'', ''NOUN'', ''CON'', ''NOUN'', ''CON'', ''NOUN'', ''VERB'', ''DET'', ''DET'', ''NOUN'']'
2PET 1.17	'[''λαβὼν'', ''γὰρ'', ''παρὰ'', ''θεοῦ'', ''πατρὸς'', ''τιμὴν'', ''καὶ'', ''δόξαν'', ''φωνῆς'', ''ἐνεχθείσης'', ''αὐτῷ'', ''τοιᾶσδε'', ''ὑπὸ'', ''τῆς'', ''μεγαλοπρεποῦς'', ''δόξης'', ''ὁ'', ''υἱός'', ''μου'', ''ὁ'', ''ἀγαπητός'', ''μου'', ''οὗτός'', ''ἐστιν'', ''εἰς'', ''ὃν'', ''ἐγὼ'', ''εὐδόκησα'']'	'[''λαμβάνω'', ''γάρ'', ''παρά'', ''θεός'', ''πατήρ'', ''τιμή'', ''καί'', ''δόξα'', ''φωνή'', ''ἐνεχω'', ''αὐτός'', ''τοιόσδε'', ''ὑπό'', ''ὁ'', ''μεγαλοπρεπής'', ''δόξα'', ''ὁ'', ''υἱός'', ''ἐγώ'', ''ὁ'', ''ἀγαπητος'', ''ἐγώ'', ''οὗτος'', ''εἰμί'', ''εἰς'', ''ὅς'', ''ἐγώ'', ''εὐδοκέω'']'	'[''VERB'', ''ADV'', ''PREP'', ''NOUN'', ''NOUN'', ''NOUN'', ''CON'', ''NOUN'', ''NOUN'', ''VERB'', ''PRON'', ''DET'', ''PREP'', ''DET'', ''ADJ'', ''NOUN'', ''DET'', ''NOUN'', ''PRON'', ''DET'', ''ADJ'', ''PRON'', ''ADJ'', ''VERB'', ''PREP'', ''PRON'', ''PRON'', ''VERB'']'
2PET 1.18	'[''καὶ'', ''ταύτην'', ''τὴν'', ''φωνὴν'', ''ἡμεῖς'', ''ἠκούσαμεν'', ''ἐξ'', ''οὐρανοῦ'', ''ἐνεχθεῖσαν'', ''σὺν'', ''αὐτῷ'', ''ὄντες'', ''ἐν'', ''τῷ'', ''ἁγίῳ'', ''ὄρει'']'	'[''καί'', ''οὗτος'', ''ὁ'', ''φωνή'', ''ἡμεῖς'', ''ἀκούω'', ''ἐκ'', ''οὐρανός'', ''ἐνέχω'', ''σύν'', ''αὐτός'', ''εἰμί'', ''ἐν'', ''ὁ'', ''ἅγιος'', ''ὄρος'']'	'[''CON'', ''DET'', ''DET'', ''NOUN'', ''PRON'', ''VERB'', ''PREP'', ''NOUN'', ''VERB'', ''PREP'', ''PRON'', ''VERB'', ''PREP'', ''DET'', ''ADJ'', ''NOUN'']'
2PET 1.19	'[''καὶ'', ''ἔχομεν'', ''βεβαιότερον'', ''τὸν'', ''προφητικὸν'', ''λόγον'', ''ᾧ'', ''καλῶς'', ''ποιεῖτε'', ''προσέχοντες'', ''ὡς'', ''λύχνῳ'', ''φαίνοντι'', ''ἐν'', ''αὐχμηρῷ'', ''τόπῳ'', ''ἕως'', ''οὗ'', ''ἡμέρα'', ''διαυγάσῃ'', ''καὶ'', ''φωσφόρος'', ''ἀνατείλῃ'', ''ἐν'', ''ταῖς'', ''καρδίαις'', ''ὑμῶν'']'	'[''καί'', ''ἔχω'', ''βέβαιος'', ''ὁ'', ''προφητικός'', ''λόγος'', ''ὅς'', ''καλῶς'', ''ποιέω'', ''προσέχω'', ''ὡς'', ''λύχνος'', ''φαίνω'', ''ἐν'', ''αὐχμηρός'', ''τόπος'', ''ἕως'', ''ὅς'', ''ἡμέρα'', ''διαυγάζω'', ''καί'', ''φωσφόρος'', ''ἀνατέλλω'', ''ἐν'', ''ὁ'', ''καρδία'', ''ὑμεῖς'']'	'[''CON'', ''VERB'', ''ADJ'', ''DET'', ''ADJ'', ''NOUN'', ''PRON'', ''ADV'', ''VERB'', ''VERB'', ''ADV'', ''NOUN'', ''VERB'', ''PREP'', ''ADJ'', ''NOUN'', ''CON'', ''PRON'', ''NOUN'', ''VERB'', ''CON'', ''NOUN'', ''VERB'', ''PREP'', ''DET'', ''NOUN'', ''PRON'']'
2PET 1.20	'[''τοῦτο'', ''πρῶτον'', ''γινώσκοντες'', ''ὅτι'', ''πᾶσα'', ''προφητεία'', ''γραφῆς'', ''ἰδίας'', ''ἐπιλύσεως'', ''οὐ'', ''γίνεται'']'	'[''οὗτος'', ''πρῶτος'', ''γιγνώσκω'', ''ὅτι'', ''πᾶς'', ''προφητεία'', ''γραφή'', ''ἴδιος'', ''ἔπιλυσις'', ''οὐ'', ''γίγνομαι'']'	'[''DET'', ''ADJ'', ''VERB'', ''CON'', ''DET'', ''NOUN'', ''NOUN'', ''ADJ'', ''NOUN'', ''ADV'', ''VERB'']'
2PET 1.21	'[''οὐ'', ''γὰρ'', ''θελήματι'', ''ἀνθρώπου'', ''ἠνέχθη'', ''προφητεία'', ''ποτέ'', ''ἀλλὰ'', ''ὑπὸ'', ''πνεύματος'', ''ἁγίου'', ''φερόμενοι'', ''ἐλάλησαν'', ''ἀπὸ'', ''θεοῦ'', ''ἄνθρωποι'']'	'[''οὐ'', ''γάρ'', ''θέλημα'', ''ἄνθρωπος'', ''φέρω'', ''προφητεία'', ''ποτε'', ''ἀλλά'', ''ὑπό'', ''πνεῦμα'', ''ἅγιος'', ''φέρω'', ''λαλέω'', ''ἀπό'', ''θεός'', ''ἄνθρωπος'']'	'[''ADV'', ''ADV'', ''NOUN'', ''NOUN'', ''VERB'', ''NOUN'', ''ADV'', ''CON'', ''PREP'', ''NOUN'', ''ADJ'', ''VERB'', ''VERB'', ''PREP'', ''NOUN'', ''NOUN'']'
2PET 2.1	'[''ἐγένοντο'', ''δὲ'', ''καὶ'', ''ψευδοπροφῆται'', ''ἐν'', ''τῷ'', ''λαῷ'', ''ὡς'', ''καὶ'', ''ἐν'', ''ὑμῖν'', ''ἔσονται'', ''ψευδοδιδάσκαλοι'', ''οἵτινες'', ''παρεισάξουσιν'', ''αἱρέσεις'', ''ἀπωλείας'', ''καὶ'', ''τὸν'', ''ἀγοράσαντα'', ''αὐτοὺς'', ''δεσπότην'', ''ἀρνούμενοι'', ''ἐπάγοντες'', ''ἑαυτοῖς'', ''ταχινὴν'', ''ἀπώλειαν'']'	'[''γίγνομαι'', ''δέ'', ''καί'', ''ψευδοπροφήτης'', ''ἐν'', ''ὁ'', ''λαός'', ''ὡς'', ''καί'', ''ἐν'', ''ὑμεῖς'', ''εἰμί'', ''ψευδοδιδάσκαλος'', ''ὅστις'', ''παρεισάγω'', ''αἵρεσις'', ''ἀπώλεια'', ''καί'', ''ὁ'', ''ἀγοράζω'', ''αὐτός'', ''δεσπότης'', ''ἀρνέω'', ''ἐπάγω'', ''ἑαυτοῦ'', ''ταχινος'', ''ἀπώλεια'']'	'[''VERB'', ''ADV'', ''ADV'', ''NOUN'', ''PREP'', ''DET'', ''NOUN'', ''ADV'', ''ADV'', ''PREP'', ''PRON'', ''VERB'', ''NOUN'', ''PRON'', ''VERB'', ''NOUN'', ''NOUN'', ''CON'', ''DET'', ''VERB'', ''PRON'', ''NOUN'', ''VERB'', ''VERB'', ''PRON'', ''ADJ'', ''NOUN'']'
2PET 2.2	'[''καὶ'', ''πολλοὶ'', ''ἐξακολουθήσουσιν'', ''αὐτῶν'', ''ταῖς'', ''ἀσελγείαις'', ''δι'', ''οὓς'', ''ἡ'', ''ὁδὸς'', ''τῆς'', ''ἀληθείας'', ''βλασφημηθήσεται'']'	'[''καί'', ''πολύς'', ''ἐξακολουθήσω'', ''αὐτός'', ''ὁ'', ''ἀσέλγεια'', ''διά'', ''ὅς'', ''ὁ'', ''ὁδός'', ''ὁ'', ''ἀλήθεια'', ''βλασφημηθήσω'']'	'[''CON'', ''ADJ'', ''VERB'', ''PRON'', ''DET'', ''NOUN'', ''PREP'', ''PRON'', ''DET'', ''NOUN'', ''DET'', ''NOUN'', ''VERB'']'
2PET 2.3	'[''καὶ'', ''ἐν'', ''πλεονεξίᾳ'', ''πλαστοῖς'', ''λόγοις'', ''ὑμᾶς'', ''ἐμπορεύσονται'', ''οἷς'', ''τὸ'', ''κρίμα'', ''ἔκπαλαι'', ''οὐκ'', ''ἀργεῖ'', ''καὶ'', ''ἡ'', ''ἀπώλεια'', ''αὐτῶν'', ''οὐ'', ''νυστάζει'']'	'[''καί'', ''ἐν'', ''πλεονεξία'', ''πλαστός'', ''λόγος'', ''ὑμεῖς'', ''ἐμπορεύομαι'', ''ὅς'', ''ὁ'', ''κρίμα'', ''ἐκπάλλω'', ''οὐ'', ''ἀργέω'', ''καί'', ''ὁ'', ''ἀπώλεια'', ''αὐτός'', ''οὐ'', ''νυστάζω'']'	'[''CON'', ''PREP'', ''NOUN'', ''ADJ'', ''NOUN'', ''PRON'', ''VERB'', ''PRON'', ''DET'', ''NOUN'', ''ADV'', ''ADV'', ''VERB'', ''CON'', ''DET'', ''NOUN'', ''PRON'', ''ADV'', ''VERB'']'
2PET 2.4	'[''εἰ'', ''γὰρ'', ''ὁ'', ''θεὸς'', ''ἀγγέλων'', ''ἁμαρτησάντων'', ''οὐκ'', ''ἐφείσατο'', ''ἀλλὰ'', ''σειραῖς'', ''ζόφου'', ''ταρταρώσας'', ''παρέδωκεν'', ''εἰς'', ''κρίσιν'', ''τηρουμένους'']'	'[''εἰ'', ''γάρ'', ''ὁ'', ''θεός'', ''ἄγγελος'', ''ἁμαρτάνω'', ''οὐ'', ''φείδομαι'', ''ἀλλά'', ''σιρός'', ''ζόφος'', ''ταρταρώω'', ''παραδίδωμι'', ''εἰς'', ''κρίσις'', ''τηρέω'']'	'[''CON'', ''ADV'', ''DET'', ''NOUN'', ''NOUN'', ''VERB'', ''ADV'', ''VERB'', ''CON'', ''NOUN'', ''NOUN'', ''VERB'', ''VERB'', ''PREP'', ''NOUN'', ''VERB'']'
2PET 2.5	'[''καὶ'', ''ἀρχαίου'', ''κόσμου'', ''οὐκ'', ''ἐφείσατο'', ''ἀλλὰ'', ''ὄγδοον'', ''νῶε'', ''δικαιοσύνης'', ''κήρυκα'', ''ἐφύλαξεν'', ''κατακλυσμὸν'', ''κόσμῳ'', ''ἀσεβῶν'', ''ἐπάξας'']'	'[''καί'', ''ἀρχαῖος'', ''κόσμος'', ''οὐ'', ''φείδομαι'', ''ἀλλά'', ''ὄγδοος'', ''νῶε'', ''δικαιοσύνη'', ''κῆρυξ'', ''φυλάσσω'', ''κατακλυσμός'', ''κόσμος'', ''ἀσεβής'', ''ἐπάγνυμι'']'	'[''CON'', ''ADJ'', ''NOUN'', ''ADV'', ''VERB'', ''CON'', ''ADJ'', ''PROPN'', ''NOUN'', ''NOUN'', ''VERB'', ''NOUN'', ''NOUN'', ''ADJ'', ''VERB'']'
2PET 2.6	'[''καὶ'', ''πόλεις'', ''σοδόμων'', ''καὶ'', ''γομόρρας'', ''τεφρώσας'', ''καταστροφῇ'', ''κατέκρινεν'', ''ὑπόδειγμα'', ''μελλόντων'', ''ἀσεβέσιν'', ''τεθεικώς'']'	'[''καί'', ''πόλις'', ''σόδομα'', ''καί'', ''γομόρρα'', ''τεφρόω'', ''καταστροφή'', ''κατακρίνω'', ''ὑπόδειγμα'', ''μέλλω'', ''ἀσεβέσις'', ''τίθημι'']'	'[''CON'', ''NOUN'', ''NOUN'', ''CON'', ''PROPN'', ''VERB'', ''NOUN'', ''VERB'', ''NOUN'', ''VERB'', ''ADJ'', ''VERB'']'
2PET 2.7	'[''καὶ'', ''δίκαιον'', ''λὼτ'', ''καταπονούμενον'', ''ὑπὸ'', ''τῆς'', ''τῶν'', ''ἀθέσμων'', ''ἐν'', ''ἀσελγείᾳ'', ''ἀναστροφῆς'', ''ἐρρύσατο'']'	'[''καί'', ''δίκαιος'', ''λὼτ'', ''καταπονέω'', ''ὑπό'', ''ὁ'', ''ὁ'', ''ἄθεσμος'', ''ἐν'', ''ἀσέλγεια'', ''ἀναστροφή'', ''ἐρύω'']'	'[''CON'', ''ADJ'', ''PROPN'', ''VERB'', ''PREP'', ''DET'', ''DET'', ''ADJ'', ''PREP'', ''NOUN'', ''NOUN'', ''VERB'']'
2PET 2.8	'[''βλέμματι'', ''γὰρ'', ''καὶ'', ''ἀκοῇ'', ''ὁ'', ''δίκαιος'', ''ἐγκατοικῶν'', ''ἐν'', ''αὐτοῖς'', ''ἡμέραν'', ''ἐξ'', ''ἡμέρας'', ''ψυχὴν'', ''δικαίαν'', ''ἀνόμοις'', ''ἔργοις'', ''ἐβασάνιζεν'']'	'[''βλέμμα'', ''γάρ'', ''καί'', ''ἀκοή'', ''ὁ'', ''δίκαιος'', ''ἐγκατοικέω'', ''ἐν'', ''αὐτός'', ''ἡμέρα'', ''ἐκ'', ''ἡμέρα'', ''ψυχή'', ''δίκαιος'', ''ἄνομος'', ''ἔργον'', ''ἐβασανίζω'']'	'[''NOUN'', ''ADV'', ''CON'', ''NOUN'', ''DET'', ''ADJ'', ''VERB'', ''PREP'', ''PRON'', ''NOUN'', ''NUM'', ''NOUN'', ''NOUN'', ''ADJ'', ''ADJ'', ''NOUN'', ''VERB'']'
